ip_away,h_away,r_away,er_away,bb_away,k_away,hr_away,era_away,p_away,s_away,name_away,personId_away,note_away,game_id,ip_home,h_home,r_home,er_home,bb_home,k_home,hr_home,era_home,p_home,s_home,name_home,personId_home,note_home,namefield_away,namefield_home
0.2,0,0,0,0,1,0,2.76,5,4,Kittredge,552640.0,"(H, 11)",745990,4.0,5,2,2,5,1,1,2.65,80,42,"Wilson, B",669060.0,,"Kittredge  (H, 11)","Wilson, B"
0.2,0,0,0,0,1,0,2.76,5,4,Kittredge,552640.0,"(H, 11)",745990,2.0,3,1,1,0,2,0,2.93,28,21,Koenig,657649.0,,"Kittredge  (H, 11)",Koenig
0.2,0,0,0,0,1,0,2.76,5,4,Kittredge,552640.0,"(H, 11)",745990,1.0,2,1,1,0,1,0,3.71,11,9,"Peguero, E",665625.0,"(L, 4-1)","Kittredge  (H, 11)","Peguero, E  (L, 4-1)"
0.2,0,0,0,0,1,0,2.76,5,4,Kittredge,552640.0,"(H, 11)",745990,1.0,0,0,0,0,1,0,1.86,17,9,Milner,571948.0,,"Kittredge  (H, 11)",Milner
0.2,0,0,0,0,1,0,2.76,5,4,Kittredge,552640.0,"(H, 11)",745990,1.0,1,0,0,2,0,0,4.87,26,13,Vieira,600986.0,,"Kittredge  (H, 11)",Vieira
1.0,0,0,0,0,2,0,1.42,12,10,Helsley,664854.0,"(S, 12)",745990,IP,H,R,ER,BB,K,HR,ERA,P,S,Cardinals Pitchers,0.0,,"Helsley  (S, 12)",Brewers Pitchers
1.0,0,0,0,0,2,0,1.42,12,10,Helsley,664854.0,"(S, 12)",745990,4.0,5,2,2,5,1,1,2.65,80,42,"Wilson, B",669060.0,,"Helsley  (S, 12)","Wilson, B"
1.0,0,0,0,0,2,0,1.42,12,10,Helsley,664854.0,"(S, 12)",745990,2.0,3,1,1,0,2,0,2.93,28,21,Koenig,657649.0,,"Helsley  (S, 12)",Koenig
1.0,0,0,0,0,2,0,1.42,12,10,Helsley,664854.0,"(S, 12)",745990,1.0,2,1,1,0,1,0,3.71,11,9,"Peguero, E",665625.0,"(L, 4-1)","Helsley  (S, 12)","Peguero, E  (L, 4-1)"
1.0,0,0,0,0,2,0,1.42,12,10,Helsley,664854.0,"(S, 12)",745990,1.0,0,0,0,0,1,0,1.86,17,9,Milner,571948.0,,"Helsley  (S, 12)",Milner
1.0,0,0,0,0,2,0,1.42,12,10,Helsley,664854.0,"(S, 12)",745990,1.0,1,0,0,2,0,0,4.87,26,13,Vieira,600986.0,,"Helsley  (S, 12)",Vieira
IP,H,R,ER,BB,K,HR,ERA,P,S,Phillies Pitchers,0.0,,746068,IP,H,R,ER,BB,K,HR,ERA,P,S,Phillies Pitchers,0.0,,Phillies Pitchers,Marlins Pitchers
IP,H,R,ER,BB,K,HR,ERA,P,S,Phillies Pitchers,0.0,,746068,5.1,5,5,5,2,8,1,8.44,80,49,"Garrett, B",666129.0,,Phillies Pitchers,"Garrett, B"
IP,H,R,ER,BB,K,HR,ERA,P,S,Phillies Pitchers,0.0,,746068,0.2,1,1,1,0,1,0,6.89,15,10,Nardi,677053.0,"(BS, 4)",Phillies Pitchers,"Nardi  (BS, 4)"
IP,H,R,ER,BB,K,HR,ERA,P,S,Phillies Pitchers,0.0,,746068,1.0,0,0,0,0,0,0,2.63,8,6,Faucher,676534.0,,Phillies Pitchers,Faucher
IP,H,R,ER,BB,K,HR,ERA,P,S,Phillies Pitchers,0.0,,746068,2.0,0,0,0,2,1,0,2.25,39,21,"Scott, Tan",656945.0,,Phillies Pitchers,"Scott, Tan"
