ip_away,h_away,r_away,er_away,bb_away,k_away,hr_away,era_away,p_away,s_away,name_away,personId_away,note_away,game_id,ip_home,h_home,r_home,er_home,bb_home,k_home,hr_home,era_home,p_home,s_home,name_home,personId_home,note_home,namefield_away,namefield_home
5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.80,75.0,46.0,Cole,543037.0,"(W, 1-0)",630851,5.1,6.0,4.0,4.0,4.0,11.0,1.0,6.75,99.0,62.0,Scherzer,453286.0,"(L, 0-1)",,
4.0,5.0,1.0,1.0,1.0,3.0,0.0,2.25,63.0,35.0,Cueto,456501.0,,631377,4.1,7.0,1.0,1.0,0.0,4.0,0.0,2.08,60.0,46.0,May,669160.0,,,
5.2,2.0,1.0,1.0,3.0,6.0,0.0,1.59,94.0,56.0,Márquez,608566.0,"(L, 0-1)",630941,6.0,2.0,0.0,0.0,4.0,9.0,0.0,0.0,108.0,64.0,Lynn,458681.0,"(W, 1-0)",,
4.2,4.0,3.0,3.0,3.0,4.0,1.0,5.79,97.0,54.0,Ryu,547943.0,,630966,4.0,7.0,6.0,6.0,1.0,4.0,1.0,13.5,80.0,54.0,"Morton, C",450203.0,"(L, 0-1)",,
5.2,5.0,3.0,3.0,3.0,7.0,2.0,4.76,99.0,61.0,Musgrove,605397.0,"(L, 0-1)",630989,7.0,6.0,2.0,2.0,0.0,6.0,0.0,2.57,89.0,62.0,Flaherty,656427.0,"(W, 1-0)",,
5.2,4.0,3.0,3.0,3.0,4.0,0.0,4.76,100.0,63.0,Bumgarner,518516.0,"(L, 0-1)",631091,6.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,81.0,63.0,Paddack,663978.0,"(W, 1-0)",,
6.2,3.0,2.0,1.0,2.0,7.0,1.0,1.35,87.0,56.0,"Alcantara, S",645261.0,"(W, 1-0)",631121,5.1,5.0,4.0,4.0,1.0,7.0,1.0,6.75,80.0,58.0,"Nola, Aa",605400.0,"(L, 0-1)",,
4.2,2.0,1.0,1.0,0.0,6.0,1.0,1.93,67.0,44.0,Heaney,571760.0,,631182,4.0,3.0,1.0,1.0,3.0,5.0,0.0,2.25,81.0,44.0,Montas,593423.0,,,
6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.00,69.0,48.0,Soroka,647336.0,,631242,5.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,72.0,48.0,deGrom,594798.0,,,
1.2,3.0,2.0,2.0,3.0,0.0,1.0,10.80,38.0,19.0,Anderson,542881.0,"(L, 0-1)",631378,7.0,4.0,1.0,1.0,0.0,7.0,1.0,1.29,92.0,64.0,Stripling,548389.0,"(W, 1-0)",,
4.1,5.0,4.0,3.0,1.0,2.0,0.0,6.23,73.0,47.0,"Gonzales, M",594835.0,"(L, 0-1)",631438,6.0,3.0,2.0,2.0,1.0,7.0,2.0,3.0,73.0,48.0,Verlander,434378.0,"(W, 1-0)",,
4.0,7.0,5.0,5.0,1.0,1.0,1.0,11.25,75.0,52.0,Berríos,621244.0,,631514,3.2,6.0,7.0,7.0,3.0,3.0,2.0,17.18,80.0,51.0,Giolito,608337.0,"(L, 0-1)",,
4.1,3.0,2.0,2.0,0.0,2.0,0.0,4.15,65.0,40.0,"Duffy, D",518633.0,"(L, 0-1)",631563,6.0,4.0,0.0,0.0,1.0,14.0,0.0,0.0,97.0,62.0,Bieber,669456.0,"(W, 1-0)",,
5.0,6.0,4.0,4.0,2.0,2.0,1.0,7.20,88.0,53.0,Boyd,571510.0,"(L, 0-1)",631589,6.0,3.0,1.0,1.0,2.0,9.0,1.0,1.5,90.0,57.0,"Gray, So",543243.0,"(W, 1-0)",,
5.0,4.0,2.0,2.0,1.0,5.0,1.0,3.60,85.0,53.0,Woodruff,605540.0,"(L, 0-1)",631641,9.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,103.0,74.0,Hendricks,543294.0,"(W, 1-0)",,
3.0,4.0,4.0,4.0,3.0,5.0,0.0,12.00,57.0,32.0,Milone,543548.0,"(L, 0-1)",631664,6.0,5.0,1.0,1.0,1.0,4.0,0.0,1.5,89.0,67.0,Eovaldi,543135.0,"(W, 1-0)",,
1.0,5.0,3.0,3.0,1.0,1.0,0.0,27.00,41.0,29.0,Paxton,572020.0,"(L, 0-1)",630899,4.0,4.0,2.0,1.0,1.0,3.0,1.0,2.25,68.0,42.0,Fedde,607200.0,,,
4.2,3.0,1.0,1.0,3.0,3.0,0.0,1.93,79.0,46.0,"Gray, Jn",592351.0,,630942,5.0,3.0,2.0,1.0,1.0,6.0,0.0,1.8,98.0,69.0,Minor,501985.0,"(L, 0-1)",,
6.0,3.0,1.0,1.0,2.0,4.0,0.0,1.50,81.0,51.0,Shoemaker,533167.0,,630967,5.1,4.0,0.0,0.0,1.0,1.0,0.0,0.0,69.0,49.0,Yarbrough,642232.0,,,
3.2,5.0,3.0,3.0,1.0,3.0,1.0,7.36,67.0,47.0,Williams,592866.0,"(L, 0-1)",630992,6.0,3.0,1.0,1.0,1.0,5.0,0.0,1.5,83.0,53.0,Wainwright,425794.0,"(W, 1-0)",,
3.2,4.0,3.0,3.0,3.0,7.0,1.0,7.36,97.0,54.0,Ray,592662.0,"(L, 0-1)",631092,5.0,5.0,1.0,1.0,1.0,8.0,0.0,1.8,80.0,59.0,Lamet,659275.0,"(W, 1-0)",,
3.0,1.0,1.0,1.0,6.0,3.0,1.0,3.00,70.0,36.0,"Smith, C",592761.0,,631108,7.0,5.0,1.0,1.0,2.0,4.0,0.0,1.29,87.0,57.0,Wheeler,554430.0,"(W, 1-0)",,
6.2,3.0,1.0,1.0,0.0,7.0,0.0,1.35,90.0,64.0,Bundy,605164.0,"(W, 1-0)",631181,4.2,5.0,4.0,4.0,0.0,3.0,1.0,7.71,55.0,40.0,Manaea,640455.0,"(L, 0-1)",,
5.0,2.0,2.0,2.0,2.0,5.0,0.0,3.60,67.0,39.0,Fried,608331.0,,631241,6.0,2.0,1.0,1.0,1.0,7.0,1.0,1.5,93.0,58.0,Matz,571927.0,,,
4.0,6.0,1.0,1.0,1.0,2.0,0.0,2.25,70.0,40.0,Webb,657277.0,,631382,3.0,3.0,3.0,3.0,3.0,4.0,1.0,9.0,69.0,40.0,Wood,622072.0,"(L, 0-1)",,
3.1,7.0,5.0,5.0,1.0,1.0,1.0,13.50,67.0,38.0,"Walker, T",592836.0,"(L, 0-1)",631453,6.0,5.0,2.0,2.0,3.0,6.0,1.0,3.0,92.0,55.0,McCullers Jr.,621121.0,"(W, 1-0)",,
4.0,3.0,1.0,1.0,2.0,3.0,0.0,2.25,73.0,51.0,Dobnak,677976.0,"(L, 0-1)",631515,5.1,3.0,2.0,2.0,0.0,1.0,0.0,3.38,73.0,47.0,Keuchel,572971.0,"(W, 1-0)",,
5.0,3.0,2.0,2.0,2.0,7.0,0.0,3.60,80.0,49.0,Singer,663903.0,,631565,7.0,4.0,2.0,2.0,0.0,6.0,2.0,2.57,90.0,60.0,Clevinger,605182.0,,,
5.0,3.0,3.0,3.0,4.0,2.0,2.0,5.40,73.0,42.0,Nova,467100.0,,631603,6.0,6.0,1.0,1.0,1.0,11.0,0.0,1.5,91.0,64.0,"Castillo, L",622491.0,,,
3.1,2.0,1.0,1.0,3.0,6.0,0.0,2.70,75.0,42.0,Burnes,669203.0,,631642,4.0,6.0,3.0,3.0,0.0,5.0,0.0,6.75,73.0,50.0,Darvish,506433.0,"(L, 0-1)",,
5.1,4.0,1.0,1.0,0.0,6.0,1.0,1.69,78.0,47.0,Cobb,502171.0,"(W, 1-0)",631666,5.0,6.0,5.0,4.0,2.0,2.0,0.0,7.2,84.0,52.0,"Pérez, M",527048.0,"(L, 0-1)",,
3.0,2.0,1.0,1.0,1.0,3.0,1.0,3.00,51.0,32.0,Loáisiga,642528.0,,630856,6.1,2.0,1.0,1.0,0.0,8.0,1.0,1.42,75.0,49.0,Corbin,571578.0,,,
6.0,4.0,2.0,2.0,3.0,5.0,1.0,3.00,80.0,51.0,Freeland,607536.0,"(W, 1-0)",630943,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,11.0,Kluber,446372.0,,,
2.1,0.0,0.0,0.0,2.0,3.0,0.0,0.00,47.0,26.0,Hatch,641672.0,,630968,2.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,46.0,26.0,Snell,605483.0,,,
5.0,2.0,1.0,1.0,3.0,2.0,0.0,1.80,87.0,47.0,"Keller, M",656605.0,"(W, 1-0)",630993,4.1,7.0,4.0,4.0,1.0,4.0,2.0,8.31,61.0,42.0,"Hudson, D",641712.0,"(L, 0-1)",,
4.0,2.0,1.0,1.0,5.0,6.0,1.0,2.25,88.0,46.0,Gallen,668678.0,,631097,5.0,1.0,0.0,0.0,3.0,6.0,0.0,0.0,73.0,44.0,"Richards, G",572070.0,,,
3.1,6.0,5.0,4.0,1.0,2.0,1.0,10.80,62.0,39.0,Dugger,667498.0,,631126,3.0,3.0,4.0,4.0,2.0,4.0,2.0,12.0,60.0,36.0,Velasquez,592826.0,,,
0.0,3.0,5.0,5.0,3.0,0.0,0.0,-.--,30.0,15.0,Ohtani,660271.0,"(L, 0-1)",631165,4.0,7.0,4.0,4.0,0.0,0.0,1.0,9.0,64.0,43.0,Fiers,571666.0,,,
3.1,3.0,1.0,1.0,2.0,1.0,0.0,2.70,82.0,42.0,"Newcomb, S",656794.0,,631240,2.0,7.0,7.0,6.0,3.0,1.0,0.0,27.0,56.0,30.0,Porcello,519144.0,"(L, 0-1)",,
3.1,4.0,1.0,1.0,1.0,2.0,0.0,2.08,64.0,40.0,Smyly,592767.0,,631384,5.0,5.0,1.0,1.0,3.0,3.0,0.0,1.8,78.0,51.0,"Urías, J",628711.0,,,
3.2,5.0,5.0,5.0,4.0,4.0,0.0,12.27,70.0,40.0,Kikuchi,579328.0,,631441,3.1,4.0,3.0,3.0,2.0,2.0,0.0,8.1,58.0,34.0,Greinke,425844.0,,,
5.0,4.0,2.0,2.0,1.0,6.0,1.0,3.60,84.0,58.0,Maeda,628317.0,"(W, 1-0)",631517,0.2,3.0,4.0,4.0,2.0,0.0,1.0,54.0,38.0,19.0,"López, R",625643.0,"(L, 0-1)",,
2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.00,32.0,21.0,Bolaños,671790.0,"(L, 0-1)",631566,6.0,5.0,2.0,2.0,1.0,10.0,0.0,3.0,87.0,62.0,Carrasco,471911.0,"(W, 1-0)",,
5.0,3.0,1.0,1.0,4.0,8.0,0.0,1.80,87.0,49.0,Turnbull,605513.0,,631591,6.1,2.0,1.0,1.0,1.0,13.0,1.0,1.42,105.0,66.0,Bauer,545333.0,,,
3.0,3.0,4.0,4.0,2.0,3.0,0.0,12.00,66.0,37.0,"Peralta, F",642547.0,"(L, 0-1)",631643,6.0,3.0,1.0,1.0,2.0,8.0,0.0,1.5,84.0,51.0,Chatwood,543022.0,"(W, 1-0)",,
5.2,4.0,4.0,4.0,0.0,4.0,2.0,6.35,76.0,49.0,LeBlanc,453281.0,"(W, 1-0)",631668,3.2,6.0,6.0,6.0,3.0,0.0,2.0,14.73,65.0,42.0,Weber,543901.0,"(L, 0-1)",,
4.0,8.0,1.0,1.0,2.0,3.0,0.0,2.25,74.0,48.0,Thornton,663423.0,,630861,5.0,6.0,4.0,4.0,1.0,7.0,4.0,7.2,88.0,56.0,"Sánchez, An",434671.0,"(L, 0-1)",,
3.1,4.0,6.0,6.0,4.0,3.0,3.0,16.20,70.0,38.0,Foltynewicz,592314.0,"(L, 0-1)",630969,4.0,1.0,1.0,1.0,2.0,9.0,1.0,2.25,72.0,45.0,Glasnow,607192.0,,,
3.1,7.0,6.0,6.0,2.0,6.0,1.0,16.20,79.0,49.0,Weaver,596133.0,"(L, 0-1)",631098,3.2,5.0,2.0,2.0,1.0,2.0,0.0,4.91,61.0,39.0,Lucchesi,664192.0,,,
2.1,3.0,1.0,1.0,1.0,3.0,0.0,4.32,51.0,36.0,Loáisiga,642528.0,,631127,6.0,3.0,1.0,1.0,0.0,12.0,1.0,3.97,88.0,57.0,"Nola, Aa",605400.0,,,
5.0,1.0,1.0,1.0,3.0,4.0,1.0,1.80,68.0,37.0,Houser,605288.0,,631130,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,37.0,20.0,Brault,643230.0,,,
4.2,4.0,3.0,3.0,2.0,7.0,1.0,5.79,82.0,50.0,Canning,656288.0,"(L, 0-1)",631168,4.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,66.0,46.0,Bassitt,605135.0,,,
5.0,4.0,2.0,2.0,1.0,4.0,0.0,5.40,67.0,42.0,Wojciechowski,592879.0,"(L, 0-2)",631339,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,21.0,"Smith, Josh A.",595001.0,,,
4.0,6.0,7.0,6.0,3.0,7.0,2.0,13.50,88.0,53.0,Graveman,608665.0,"(L, 0-1)",631442,3.0,3.0,3.0,3.0,5.0,5.0,1.0,9.0,75.0,39.0,James,657624.0,,,
2.0,5.0,5.0,3.0,0.0,1.0,1.0,13.50,46.0,27.0,"Montgomery, M",543557.0,,631489,2.2,5.0,4.0,4.0,1.0,2.0,3.0,13.5,47.0,28.0,Fulmer,605242.0,,,
3.2,4.0,5.0,5.0,3.0,4.0,1.0,12.27,71.0,40.0,Rodón,607074.0,"(L, 0-1)",631567,6.0,5.0,2.0,2.0,0.0,4.0,2.0,3.0,86.0,61.0,Plutko,592644.0,"(W, 1-0)",,
5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.00,76.0,50.0,Lester,452657.0,"(W, 1-0)",631592,1.2,4.0,6.0,5.0,2.0,3.0,0.0,27.0,57.0,32.0,Miley,489119.0,"(L, 0-1)",,
5.0,5.0,1.0,1.0,1.0,4.0,1.0,1.80,77.0,48.0,Wacha,608379.0,"(W, 1-0)",631669,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,28.0,17.0,Osich,592612.0,"(L, 0-1)",,
5.0,3.0,1.0,1.0,0.0,5.0,0.0,1.80,73.0,47.0,Roark,543699.0,"(W, 1-0)",630866,5.0,4.0,3.0,2.0,0.0,2.0,2.0,3.6,70.0,45.0,Voth,608723.0,"(L, 0-1)",,
7.2,3.0,1.0,1.0,1.0,7.0,1.0,1.17,104.0,72.0,"Kelly, M",518876.0,"(W, 1-0)",630944,5.0,5.0,3.0,0.0,3.0,4.0,0.0,0.0,93.0,55.0,Gibson,502043.0,"(L, 0-1)",,
2.2,4.0,5.0,5.0,3.0,3.0,0.0,16.88,54.0,35.0,Wright,657140.0,"(L, 0-1)",630970,4.0,4.0,1.0,0.0,2.0,4.0,0.0,0.0,68.0,41.0,"Chirinos, Y",630023.0,,,
5.0,5.0,3.0,2.0,0.0,5.0,0.0,3.60,81.0,54.0,Davies,605200.0,"(W, 1-0)",631014,4.0,4.0,5.0,5.0,1.0,1.0,2.0,11.25,75.0,44.0,Samardzija,502188.0,"(L, 0-1)",,
4.0,6.0,5.0,5.0,1.0,2.0,1.0,5.59,95.0,63.0,Montgomery,656756.0,"(L, 1-1)",631129,4.0,4.0,2.0,0.0,1.0,5.0,0.0,0.0,77.0,53.0,Eflin,621107.0,,,
3.2,3.0,2.0,2.0,3.0,5.0,0.0,4.91,64.0,37.0,Lindblom,458676.0,,631132,5.2,2.0,2.0,2.0,3.0,5.0,1.0,3.18,90.0,50.0,"Holland, D",502706.0,,,
5.0,6.0,2.0,2.0,3.0,3.0,0.0,3.60,86.0,54.0,Senzatela,622608.0,"(W, 1-0)",631171,4.0,5.0,3.0,3.0,2.0,4.0,1.0,6.75,87.0,56.0,Mengden,596043.0,"(L, 0-1)",,
3.2,7.0,6.0,6.0,1.0,2.0,2.0,14.73,73.0,49.0,Martinez,593372.0,"(L, 0-1)",631269,5.0,4.0,2.0,2.0,2.0,4.0,1.0,3.6,80.0,46.0,Bailey,456701.0,"(W, 1-0)",,
3.1,7.0,6.0,6.0,1.0,1.0,1.0,6.91,56.0,37.0,LeBlanc,453281.0,,631340,4.0,6.0,4.0,4.0,0.0,4.0,2.0,9.0,66.0,45.0,Yamamoto,657141.0,,,
3.0,4.0,4.0,4.0,4.0,2.0,0.0,12.00,67.0,38.0,Sheffield,656954.0,"(L, 0-1)",631387,4.0,4.0,2.0,1.0,1.0,4.0,1.0,2.25,62.0,40.0,Sandoval,663776.0,,,
3.2,3.0,2.0,2.0,1.0,3.0,1.0,4.91,56.0,40.0,Buehler,621111.0,,631443,4.1,4.0,3.0,3.0,1.0,2.0,0.0,6.23,59.0,32.0,"Valdez, F",664285.0,"(L, 0-1)",,
2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.00,35.0,18.0,"Zimmer, K",622092.0,,631490,3.0,3.0,3.0,2.0,0.0,3.0,1.0,6.0,42.0,28.0,"García, R",665621.0,,,
2.1,7.0,4.0,4.0,0.0,1.0,2.0,15.43,64.0,34.0,Cease,656302.0,"(L, 0-1)",631573,6.0,7.0,2.0,2.0,1.0,9.0,1.0,3.0,100.0,67.0,Civale,650644.0,"(W, 1-0)",,
6.0,2.0,2.0,2.0,2.0,3.0,1.0,3.00,77.0,46.0,"Mills, A",621219.0,"(W, 1-0)",631593,4.0,6.0,2.0,2.0,1.0,4.0,0.0,4.5,69.0,45.0,Mahle,641816.0,,,
5.2,7.0,2.0,2.0,2.0,3.0,0.0,3.18,78.0,46.0,"Peterson, D",656849.0,"(W, 1-0)",631663,2.2,3.0,3.0,3.0,2.0,3.0,0.0,10.13,51.0,32.0,Hall,664180.0,"(L, 0-1)",,
5.0,6.0,2.0,2.0,1.0,7.0,1.0,8.00,80.0,55.0,"Morton, C",450203.0,,630272,5.1,4.0,3.0,2.0,3.0,5.0,0.0,1.59,82.0,49.0,Soroka,647336.0,,,
6.2,4.0,3.0,3.0,2.0,7.0,1.0,3.09,102.0,69.0,Cole,543037.0,"(W, 2-0)",630495,5.0,4.0,5.0,4.0,2.0,7.0,3.0,7.2,92.0,56.0,Wojciechowski,592879.0,"(L, 0-1)",,
5.0,2.0,0.0,0.0,0.0,7.0,0.0,0.00,61.0,43.0,"López, P",641154.0,"(W, 1-0)",630575,4.2,2.0,1.0,1.0,0.0,4.0,1.0,7.71,72.0,48.0,Means,607644.0,"(L, 0-1)",,
7.1,3.0,0.0,0.0,3.0,10.0,0.0,2.84,112.0,70.0,Scherzer,453286.0,,630916,5.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,75.0,48.0,Pearson,663878.0,,,
5.1,4.0,2.0,2.0,1.0,5.0,1.0,4.09,88.0,61.0,Bumgarner,518516.0,,630940,6.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,102.0,72.0,Lynn,458681.0,,,
5.0,6.0,2.0,2.0,0.0,6.0,1.0,1.64,89.0,58.0,Paddack,663978.0,,631033,3.2,4.0,4.0,4.0,3.0,4.0,1.0,5.87,87.0,55.0,Cueto,456501.0,,,
6.1,1.0,0.0,0.0,1.0,10.0,0.0,1.59,92.0,61.0,Woodruff,605540.0,"(W, 1-1)",631137,5.2,4.0,3.0,3.0,3.0,8.0,2.0,4.76,91.0,59.0,Musgrove,605397.0,"(L, 0-2)",,
6.0,4.0,1.0,1.0,1.0,8.0,1.0,1.54,95.0,66.0,Márquez,608566.0,"(W, 1-1)",631172,5.0,5.0,2.0,2.0,2.0,3.0,0.0,3.0,77.0,59.0,Montas,593423.0,"(L, 0-1)",,
5.0,7.0,3.0,3.0,0.0,4.0,2.0,5.40,78.0,50.0,Arrieta,453562.0,"(L, 0-1)",631219,6.0,5.0,1.0,1.0,1.0,4.0,1.0,2.55,91.0,58.0,Cole,543037.0,"(W, 3-0)",,
5.0,8.0,2.0,2.0,1.0,4.0,1.0,2.45,89.0,57.0,Eovaldi,543135.0,,631239,6.0,3.0,2.0,2.0,1.0,4.0,0.0,1.64,88.0,60.0,deGrom,594798.0,,,
3.2,2.0,3.0,3.0,3.0,8.0,1.0,6.75,85.0,52.0,Ponce de Leon,594965.0,"(L, 0-1)",631270,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,68.0,41.0,Hill,448179.0,"(W, 1-0)",,
3.0,1.0,3.0,2.0,3.0,2.0,1.0,6.00,65.0,37.0,Dunn,643290.0,,631389,5.0,5.0,2.0,2.0,1.0,6.0,0.0,2.79,64.0,44.0,Heaney,571760.0,,,
3.1,3.0,1.0,1.0,2.0,3.0,0.0,2.35,76.0,46.0,May,669160.0,,631444,5.2,2.0,1.0,1.0,1.0,8.0,1.0,1.35,82.0,54.0,Javier,664299.0,,,
5.0,3.0,4.0,4.0,1.0,8.0,1.0,5.79,75.0,54.0,"Duffy, D",518633.0,,631492,5.0,9.0,4.0,4.0,0.0,6.0,0.0,7.2,89.0,60.0,Boyd,571510.0,,,
6.0,4.0,0.0,0.0,2.0,6.0,0.0,6.52,85.0,53.0,Giolito,608337.0,,631569,8.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,98.0,72.0,Plesac,668676.0,,,
4.1,7.0,6.0,6.0,2.0,3.0,1.0,4.05,85.0,56.0,Hendricks,543294.0,"(L, 1-1)",631594,6.2,1.0,2.0,0.0,1.0,11.0,0.0,0.71,92.0,63.0,"Gray, So",543243.0,"(W, 2-0)",,
5.1,4.0,3.0,3.0,2.0,2.0,1.0,2.92,86.0,54.0,Stripling,548389.0,"(W, 2-0)",630145,4.2,5.0,5.0,5.0,6.0,4.0,2.0,8.64,94.0,47.0,Ray,592662.0,"(L, 0-2)",,
6.1,2.0,2.0,2.0,3.0,6.0,0.0,1.54,87.0,56.0,Yarbrough,642232.0,"(L, 0-1)",630346,6.2,3.0,1.0,1.0,1.0,7.0,0.0,2.31,85.0,57.0,Fried,608331.0,"(W, 1-0)",,
4.0,4.0,4.0,4.0,2.0,2.0,2.0,9.00,69.0,44.0,"Happ, J",457918.0,,630496,2.1,2.0,5.0,5.0,1.0,2.0,1.0,19.29,51.0,30.0,Means,607644.0,,,
4.1,2.0,0.0,0.0,1.0,5.0,0.0,0.00,66.0,43.0,"Hernández, E",622694.0,,630591,5.0,2.0,1.0,1.0,3.0,7.0,1.0,2.51,86.0,52.0,Cobb,502171.0,"(L, 1-1)",,
3.1,6.0,2.0,2.0,2.0,0.0,1.0,3.68,57.0,31.0,Fedde,607200.0,,630917,4.1,9.0,5.0,5.0,1.0,5.0,1.0,8.0,93.0,66.0,Ryu,547943.0,"(L, 0-1)",,
5.0,4.0,1.0,1.0,4.0,7.0,0.0,1.80,91.0,54.0,Lamet,659275.0,,631018,4.1,6.0,3.0,3.0,0.0,8.0,0.0,5.4,73.0,48.0,Gausman,592332.0,,,
6.0,6.0,3.0,2.0,2.0,2.0,1.0,2.08,87.0,57.0,Wheeler,554430.0,"(W, 2-0)",631220,3.0,3.0,4.0,4.0,6.0,1.0,1.0,10.29,66.0,32.0,"Happ, J",457918.0,"(L, 0-1)",,
5.2,2.0,2.0,2.0,4.0,5.0,0.0,5.06,88.0,49.0,"Pérez, M",527048.0,"(W, 1-1)",631238,5.1,8.0,3.0,3.0,2.0,3.0,2.0,3.18,104.0,67.0,Matz,571927.0,"(L, 0-1)",,
8.0,3.0,0.0,0.0,0.0,13.0,0.0,0.00,102.0,69.0,Bieber,669456.0,"(W, 2-0)",631271,5.0,3.0,2.0,2.0,2.0,6.0,1.0,7.0,96.0,57.0,Berríos,621244.0,"(L, 0-1)",,
6.1,3.0,2.0,0.0,1.0,6.0,1.0,2.53,94.0,69.0,"Gonzales, M",594835.0,"(W, 1-1)",631390,6.0,4.0,3.0,3.0,2.0,8.0,1.0,2.84,90.0,66.0,Bundy,605164.0,"(L, 1-1)",,
5.0,5.0,2.0,2.0,2.0,3.0,2.0,3.60,82.0,54.0,Singer,663903.0,,631494,5.2,8.0,2.0,2.0,0.0,3.0,0.0,4.22,82.0,61.0,Nova,467100.0,,,
3.0,4.0,4.0,4.0,1.0,2.0,3.0,5.23,56.0,34.0,"Mills, A",621219.0,,631595,4.0,3.0,3.0,3.0,1.0,5.0,2.0,2.66,66.0,39.0,Antone,622088.0,,,
4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.00,63.0,40.0,Gonsolin,664062.0,,630201,6.0,5.0,2.0,2.0,1.0,9.0,1.0,2.7,98.0,72.0,Gallen,668678.0,,,
4.0,5.0,4.0,3.0,3.0,5.0,0.0,13.50,82.0,48.0,Porcello,519144.0,,630275,4.1,6.0,6.0,6.0,1.0,4.0,2.0,8.22,79.0,49.0,"Newcomb, S",656794.0,,,
3.0,4.0,3.0,3.0,0.0,4.0,2.0,5.40,53.0,37.0,Snell,605483.0,,630592,4.0,4.0,2.0,2.0,3.0,2.0,0.0,2.89,87.0,53.0,Cobb,502171.0,,,
5.2,9.0,6.0,6.0,2.0,3.0,1.0,5.91,98.0,64.0,Minor,501985.0,"(L, 0-2)",631019,3.2,4.0,2.0,1.0,4.0,4.0,1.0,2.35,79.0,44.0,Webb,657277.0,,,
4.1,6.0,5.0,3.0,0.0,4.0,0.0,7.00,69.0,47.0,Manaea,640455.0,"(L, 0-2)",631066,7.0,1.0,0.0,0.0,2.0,8.0,0.0,4.35,94.0,57.0,"Walker, T",592836.0,"(W, 1-1)",,
3.1,4.0,3.0,3.0,4.0,0.0,2.0,11.57,74.0,43.0,Weber,543901.0,"(L, 0-2)",631222,5.2,5.0,1.0,1.0,1.0,4.0,1.0,1.59,81.0,52.0,Montgomery,656756.0,"(W, 1-0)",,
4.0,6.0,4.0,4.0,5.0,5.0,2.0,4.91,88.0,47.0,Clevinger,605182.0,"(L, 0-1)",631272,5.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,94.0,63.0,Dobnak,677976.0,"(W, 1-1)",,
5.1,7.0,6.0,5.0,2.0,5.0,2.0,5.47,94.0,61.0,Oviedo,670912.0,"(L, 0-3)",631289,3.0,2.0,0.0,0.0,2.0,3.0,0.0,3.12,52.0,31.0,Suter,608718.0,,,
3.2,6.0,4.0,2.0,2.0,2.0,1.0,4.91,64.0,34.0,Crowe,640444.0,"(L, 0-1)",631341,5.0,6.0,3.0,3.0,0.0,4.0,2.0,5.4,66.0,46.0,"Sánchez, S",664350.0,"(W, 1-0)",,
4.0,6.0,4.0,4.0,4.0,4.0,1.0,5.40,91.0,53.0,McCullers Jr.,621121.0,,631391,1.2,4.0,4.0,4.0,3.0,1.0,0.0,4.91,43.0,26.0,Andriese,542882.0,"(L, 0-1)",,
5.1,7.0,2.0,2.0,1.0,2.0,1.0,3.38,92.0,54.0,Keuchel,572971.0,"(W, 2-0)",631410,4.0,3.0,3.0,2.0,1.0,3.0,1.0,4.5,76.0,45.0,Bubic,663460.0,"(L, 0-1)",,
6.0,8.0,5.0,5.0,1.0,6.0,0.0,4.50,92.0,64.0,"Castillo, L",622491.0,"(L, 0-1)",631480,6.0,3.0,2.0,2.0,1.0,6.0,0.0,2.45,87.0,50.0,Turnbull,605513.0,"(W, 1-0)",,
5.2,8.0,4.0,4.0,1.0,6.0,1.0,3.38,90.0,59.0,"Richards, G",572070.0,,631539,5.2,4.0,3.0,2.0,1.0,2.0,0.0,2.61,88.0,56.0,"Gray, Jn",592351.0,,,
4.2,4.0,3.0,2.0,3.0,6.0,1.0,5.40,91.0,53.0,Williams,592866.0,"(L, 0-2)",631647,6.0,2.0,0.0,0.0,1.0,7.0,0.0,2.7,86.0,56.0,Darvish,506433.0,"(W, 1-1)",,
6.0,5.0,2.0,2.0,1.0,5.0,0.0,2.45,90.0,57.0,"Urías, J",628711.0,"(W, 1-0)",630100,4.0,7.0,6.0,6.0,3.0,5.0,2.0,14.73,86.0,53.0,Weaver,596133.0,"(L, 0-2)",,
